"RunningID","IUID","ScenStart","ScenFut","Endemicity"
2537,"CMR07462","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2538,"CIV15344","IA","65A.xIA","Endemic (under MDA)"
2539,"GHA21603","IA","65A.xIA","Non-endemic"
2540,"GHA21483","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2541,"GHA21500","IA","65A.xIA","Non-endemic"
2542,"NGA36633","IA","65A.xIA","Endemic (under MDA)"
2543,"NGA36647","IA","65A.xIA","Endemic (under MDA)"
2544,"CMR07558","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2545,"CMR07570","Rest","65B.xxA","Non-endemic"
2546,"ETH18984","IA","65A.xIA","Non-endemic"
2547,"LBR26832","IA","65A.xIA","Endemic (under MDA)"
2548,"GHA21455","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2549,"GHA21480","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2550,"GHA21489","IA","65A.xIA","Non-endemic"
2551,"GHA21496","IA","65A.xIA","Non-endemic"
2552,"NGA36417","IA","65A.xIA","Endemic (under MDA)"
2553,"NGA36649","IA","65A.xIA","Endemic (under MDA)"
2554,"NGA36344","IA","65A.xIA","Endemic (under MDA)"
2555,"CAF09654","Rest","65B.xxA","Endemic (under MDA)"
2556,"SSD44330","IA","65A.xIA","Non-endemic"
2557,"SSD44328","Rest","65B.xxA","Non-endemic"
2558,"ETH18796","IA","65A.xIA","Non-endemic"
2559,"ETH19102","IA","65A.xIA","Non-endemic"
2560,"CIV15331","IA","65A.xIA","Endemic (under MDA)"
2561,"CIV15330","IA","65A.xIA","Endemic (under MDA)"
2562,"CIV15337","IA","65A.xIA","Non-endemic"
2563,"GHA21495","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2564,"GHA21493","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2565,"NGA36547","IA","65A.xIA","Endemic (under MDA)"
2566,"NGA36535","IA","65A.xIA","Non-endemic"
2567,"NGA36340","IA","65A.xIA","Endemic (under MDA)"
2568,"NGA36346","IA","65A.xIA","Endemic (under MDA)"
2569,"NGA36510","IA","65A.xIA","Endemic (under MDA)"
2570,"CMR07572","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2571,"SSD44393","IA","65A.xIA","Endemic (under MDA)"
2572,"ETH18923","IA","65A.xIA","Non-endemic"
2573,"ETH18945","IA","65A.xIA","Non-endemic"
2574,"ETH19055","IA","65A.xIA","Non-endemic"
2575,"CIV15366","IA","65A.xIA","Endemic (under MDA)"
2576,"CIV15404","IA","65A.xIA","Endemic (under MDA)"
2577,"GHA21441","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2578,"GHA21490","IA","65A.xIA","Non-endemic"
2579,"NGA36546","IA","65A.xIA","Endemic (under MDA)"
2580,"NGA36541","IA","65A.xIA","Non-endemic"
2581,"NGA36527","IA","65A.xIA","Endemic (under MDA)"
2582,"NGA36645","IA","65A.xIA","Endemic (under MDA)"
2583,"NGA36648","IA","65A.xIA","Endemic (under MDA)"
2584,"NGA36506","IA","65A.xIA","Endemic (under MDA)"
2585,"CMR07596","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2586,"CMR07577","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2587,"ETH19159","IA","65A.xIA","Non-endemic"
2588,"ETH19050","IA","65A.xIA","Non-endemic"
2589,"ETH19071","IA","65A.xIA","Non-endemic"
2590,"CIV15411","IA","65A.xIA","Endemic (under MDA)"
2591,"GHA21443","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2592,"GHA21438","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2593,"GHA21444","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2594,"NGA36631","IA","65A.xIA","Endemic (under MDA)"
2595,"CMR07608","Rest","65B.xxA","Non-endemic"
2596,"CMR07571","Rest","65B.xxA","Non-endemic"
2597,"CAF09645","IA","65A.xIA","Endemic (MDA not delivered)"
2598,"SSD44391","IA","65A.xIA","Endemic (under MDA)"
2599,"ETH19115","IA","65A.xIA","Non-endemic"
2600,"ETH19137","IA","65A.xIA","Non-endemic"
2601,"ETH18956","IA","65A.xIA","Non-endemic"
2602,"ETH19086","IA","65A.xIA","Non-endemic"
2603,"CIV15370","IA","65A.xIA","Endemic (under MDA)"
2604,"GHA21593","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2605,"GHA21494","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2606,"GHA21502","IA","65A.xIA","Non-endemic"
2607,"NGA37033","Rest","65B.xxA","Non-endemic"
2608,"NGA36651","IA","65A.xIA","Endemic (under MDA)"
2609,"NGA36352","IA","65A.xIA","Endemic (under MDA)"
2610,"CMR07568","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2611,"CMR07576","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2612,"SSD44392","IA","65A.xIA","Endemic (under MDA)"
2613,"ETH19138","IA","65A.xIA","Endemic (under MDA)"
2614,"ETH19072","IA","65A.xIA","Non-endemic"
2615,"CIV15385","IA","65A.xIA","Endemic (under MDA)"
2616,"CIV15335","IA","65A.xIA","Non-endemic"
2617,"GHA21601","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2618,"GHA21439","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2619,"GHA21445","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2620,"NGA36544","IA","65A.xIA","Non-endemic"
2621,"NGA36531","IA","65A.xIA","Endemic (under MDA)"
2622,"NGA36646","IA","65A.xIA","Endemic (under MDA)"
2623,"NGA36339","IA","65A.xIA","Endemic (under MDA)"
2624,"CMR07578","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2625,"SSD44394","IA","65A.xIA","Endemic (under MDA)"
2626,"ETH19237","IA","65A.xIA","Non-endemic"
2627,"ETH19210","IA","65A.xIA","Non-endemic"
2628,"ETH18845","IA","65A.xIA","Endemic (MDA not delivered)"
2629,"LBR26831","IA","65A.xIA","Endemic (under MDA)"
2630,"CIV15368","IA","65A.xIA","Endemic (under MDA)"
2631,"CIV15336","IA","65A.xIA","Non-endemic"
2632,"CMR07597","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2633,"CMR07569","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2634,"GHA21454","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2635,"GHA21440","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2636,"GHA21450","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2637,"GHA21449","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2638,"NGA36542","IA","65A.xIA","Non-endemic"
2639,"NGA36532","IA","65A.xIA","Endemic (under MDA)"
2640,"NGA36654","IA","65A.xIA","Endemic (under MDA)"
2641,"NGA36389","Rest","65B.xxA","Non-endemic"
2642,"CMR07579","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2643,"CIV15367","IA","65A.xIA","Endemic (under MDA)"
2644,"CIV15329","IA","65A.xIA","Non-endemic"
2645,"NGA36540","IA","65A.xIA","Endemic (under MDA)"
2646,"NGA36519","Rest","65B.xxA","Non-endemic"
2647,"CIV15334","IA","65A.xIA","Endemic (under MDA)"
2648,"NGA36526","IA","65A.xIA","Non-endemic"
2649,"CMR07605","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2650,"CMR07563","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2651,"CMR07565","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2652,"SSD44319","IA","65A.xIA","Endemic (under MDA)"
2653,"ETH19197","IA","65A.xIA","Endemic (MDA not delivered)"
2654,"CIV15338","IA","65A.xIA","Endemic (under MDA)"
2655,"CIV15403","IA","65A.xIA","Endemic (under MDA)"
2656,"GHA21587","IA","65A.xIA","Endemic (under MDA)"
2657,"GHA21599","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2658,"GHA21453","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2659,"GHA21447","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2660,"NGA36454","IA","65A.xIA","Endemic (under MDA)"
2661,"NGA36653","IA","65A.xIA","Endemic (under MDA)"
2662,"NGA36640","IA","65A.xIA","Endemic (under MDA)"
2663,"NGA36342","IA","65A.xIA","Endemic (under MDA)"
2664,"CMR07562","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2665,"KEN54267","Rest","65A.IDA","Non-endemic"
2666,"ETH19063","IA","65A.xIA","Non-endemic"
2667,"GHA21588","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2668,"GHA21437","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2669,"NGA36452","IA","65A.xIA","Endemic (under MDA)"
2670,"NGA36341","IA","65A.xIA","Endemic (under MDA)"
2671,"NGA36384","Rest","65B.xxA","Non-endemic"
2672,"CMR07564","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2673,"CMR07574","Rest","65B.xxA","Non-endemic"
2674,"CAF09650","Rest","65B.xxA","Endemic (under MDA)"
2675,"ETH19088","IA","65A.xIA","Non-endemic"
2676,"CIV15332","IA","65A.xIA","Endemic (under MDA)"
2677,"CIV15339","IA","65A.xIA","Non-endemic"
2678,"GHA21448","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2679,"NGA36343","IA","65A.xIA","Endemic (under MDA)"
2680,"NGA36396","Rest","65B.xxA","Non-endemic"
2681,"CMR07603","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2682,"CMR07593","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2683,"CMR07580","Rest","65B.xxA","Non-endemic"
2684,"CMR07447","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2685,"CMR07461","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2686,"ETH19017","IA","65A.xIA","Endemic (under MDA)"
2687,"ETH19035","IA","65A.xIA","Non-endemic"
2688,"CIV15333","IA","65A.xIA","Endemic (under MDA)"
2689,"NGA36525","IA","65A.xIA","Endemic (under MDA)"
2690,"NGA36347","IA","65A.xIA","Endemic (under MDA)"
2691,"NGA36345","IA","65A.xIA","Endemic (under MDA)"
2692,"NGA36386","Rest","65B.xxA","Non-endemic"
2693,"NGA36390","Rest","65B.xxA","Non-endemic"
2694,"CMR07517","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2695,"CMR07566","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2696,"CMR07465","Rest","65B.xxA","Non-endemic"
2697,"COD14217","Rest","65B.xxA","Non-endemic"
2698,"GHA21451","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2699,"GHA21446","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2700,"NGA36538","IA","65A.xIA","Endemic (under MDA)"
2701,"NGA37027","Rest","65B.xxA","Non-endemic"
2702,"CMR07598","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2703,"CMR07573","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2704,"CMR07432","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2705,"NGA36449","IA","65A.xIA","Endemic (under MDA)"
2706,"NGA37020","IA","65A.xIA","Non-endemic"
2707,"NGA37019","IA","65A.xIA","Endemic (under MDA)"
2708,"NGA37030","IA","65A.xIA","Endemic (under MDA)"
2709,"NGA37028","IA","65A.xIA","Endemic (MDA not delivered)"
2710,"NGA37036","IA","65A.xIA","Endemic (MDA not delivered)"
2711,"COD14236","Rest","65B.xxA","Endemic (under MDA)"
2712,"LBR26824","IA","65A.xIA","Endemic (under MDA)"
2713,"LBR26827","IA","65A.xIA","Endemic (under MDA)"
2714,"GHA21590","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2715,"GHA21597","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2716,"NGA36448","IA","65A.xIA","Non-endemic"
2717,"CMR07561","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2718,"COD13903","IA","65A.xIA","Non-endemic"
2719,"ETH18764","IA","65A.xIA","Non-endemic"
2720,"NGA36379","Rest","65B.xxA","Non-endemic"
2721,"NGA36403","IA","65A.xIA","Endemic (under MDA)"
2722,"NGA36513","Rest","65B.xxA","Non-endemic"
2723,"CMR07607","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2724,"CMR07522","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2725,"COD14229","IA","65A.xIA","Endemic (under MDA)"
2726,"GHA21592","IA","65A.xIA","Endemic (under MDA)"
2727,"NGA36453","IA","65A.xIA","Endemic (under MDA)"
2728,"NGA36385","Rest","65B.xxA","Non-endemic"
2729,"NGA36507","Rest","65B.xxA","Non-endemic"
2730,"CMR07513","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2731,"CAF09649","Rest","65B.xxA","Endemic (under MDA)"
2732,"GHA21596","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2733,"NGA36350","IA","65A.xIA","Endemic (under MDA)"
2734,"NGA36349","IA","65A.xIA","Endemic (under MDA)"
2735,"NGA36380","IA","65A.xIA","Endemic (under MDA)"
2736,"CMR07599","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2737,"CMR07448","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2738,"KEN54269","Rest","65A.IDA","Non-endemic"
2739,"ETH19166","IA","65A.xIA","Non-endemic"
2740,"GHA21580","IA","65A.xIA","Endemic (under MDA)"
2741,"NGA37018","IA","65A.xIA","Non-endemic"
2742,"NGA36402","Rest","65B.xxA","Non-endemic"
2743,"NGA36400","Rest","65B.xxA","Non-endemic"
2744,"NGA36375","Rest","65B.xxA","Non-endemic"
2745,"NGA36512","IA","65A.xIA","Endemic (under MDA)"
2746,"ETH19067","IA","65A.xIA","Non-endemic"
2747,"NGA36451","IA","65A.xIA","Endemic (under MDA)"
2748,"NGA37032","Rest","65B.xxA","Non-endemic"
2749,"CMR07592","Rest","65B.xxA","Non-endemic"
2750,"CMR07523","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2751,"NGA37038","Rest","65B.xxA","Non-endemic"
2752,"NGA36397","IA","65A.xIA","Endemic (under MDA)"
2753,"COD13915","Rest","65B.xxA","Endemic (under MDA)"
2754,"SSD44332","IA","65A.xIA","Endemic (MDA not delivered)"
2755,"SSD44325","Rest","65B.xxA","Endemic (MDA not delivered)"
2756,"NGA37026","Rest","65B.xxA","Non-endemic"
2757,"NGA36508","Rest","65B.xxA","Non-endemic"
2758,"CMR07526","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2759,"CMR07460","Rest","65B.xxA","Non-endemic"
2760,"COD14266","IA","65A.xIA","Endemic (under MDA)"
2761,"COD14232","IA","65A.xIA","Endemic (under MDA)"
2762,"SSD44329","Rest","65B.xxA","Endemic (MDA not delivered)"
2763,"ETH19101","IA","65A.xIA","Non-endemic"
2764,"ETH19066","IA","65A.xIA","Non-endemic"
2765,"NGA37025","Rest","65B.xxA","Endemic (MDA not delivered)"
2766,"NGA37040","Rest","65B.xxA","Non-endemic"
2767,"NGA37031","IA","65A.xIA","Endemic (MDA not delivered)"
2768,"NGA36393","Rest","65B.xxA","Non-endemic"
2769,"NGA36401","IA","65A.xIA","Endemic (under MDA)"
2770,"CMR07512","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2771,"ETH19100","IA","65A.xIA","Non-endemic"
2772,"NGA36447","IA","65A.xIA","Endemic (under MDA)"
2773,"NGA37021","IA","65A.xIA","Endemic (MDA not delivered)"
2774,"NGA36392","Rest","65B.xxA","Non-endemic"
2775,"NGA36395","Rest","65B.xxA","Non-endemic"
2776,"NGA36404","Rest","65B.xxA","Non-endemic"
2777,"NGA36399","IA","65A.xIA","Endemic (under MDA)"
2778,"CMR07595","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2779,"CMR07521","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2780,"CMR07443","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2781,"COD13934","IA","65A.xIA","Endemic (under MDA)"
2782,"NGA37035","IA","65A.xIA","Endemic (MDA not delivered)"
2783,"NGA37034","IA","65A.xIA","Endemic (MDA not delivered)"
2784,"NGA36387","IA","65A.xIA","Endemic (under MDA)"
2785,"CAF09660","IA","65A.xIA","Endemicity unknown"
2786,"SSD44324","IA","65A.xIA","Endemic (MDA not delivered)"
2787,"NGA36450","IA","65A.xIA","Endemic (under MDA)"
2788,"NGA37024","IA","65A.xIA","Endemic (under MDA)"
2789,"NGA36378","IA","65A.xIA","Endemic (under MDA)"
2790,"NGA36391","Rest","65B.xxA","Non-endemic"
2791,"CMR07602","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2792,"COD14238","Rest","65B.xxA","Non-endemic"
2793,"SSD44321","IA","65A.xIA","Endemic (MDA not delivered)"
2794,"NGA37022","IA","65A.xIA","Endemic (under MDA)"
2795,"NGA37037","IA","65A.xIA","Endemic (MDA not delivered)"
2796,"NGA36398","IA","65A.xIA","Endemic (under MDA)"
2797,"NGA36377","Rest","65B.xxA","Non-endemic"
2798,"NGA36382","IA","65A.xIA","Endemic (under MDA)"
2799,"CMR07518","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2800,"COD13946","IA","65A.xIA","Endemic (under MDA)"
2801,"NGA36376","IA","65A.xIA","Endemic (under MDA)"
2802,"CMR07604","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2803,"CMR07515","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2804,"CMR07471","Rest","65B.xxA","Non-endemic"
2805,"CMR07463","Rest","65B.xxA","Non-endemic"
2806,"ETH18835","IA","65A.xIA","Non-endemic"
2807,"ETH18837","IA","65A.xIA","Non-endemic"
2808,"ETH18829","IA","65A.xIA","Non-endemic"
2809,"CMR07456","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2810,"CMR07470","Rest","65B.xxA","Non-endemic"
2811,"CMR07503","Rest","65B.xxA","Non-endemic"
2812,"CMR07438","Rest","65B.xxA","Non-endemic"
2813,"CMR07454","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2814,"COD13926","IA","65A.xIA","Endemic (under MDA)"
2815,"KEN54153","Rest","65A.IDA","Non-endemic"
2816,"CMR07594","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2817,"CMR07431","Rest","65B.xxA","Non-endemic"
2818,"COD13965","IA","65A.xIA","Endemic (under MDA)"
2819,"COD14239","IA","65A.xIA","Endemic (under MDA)"
2820,"SSD44326","IA","65A.xIA","Endemic (MDA not delivered)"
2821,"CMR07507","Rest","65B.xxA","Non-endemic"
2822,"CMR07440","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2823,"SSD44331","IA","65A.xIA","Endemic (MDA not delivered)"
2824,"CMR07600","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2825,"CMR07606","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2826,"CMR07508","Rest","65B.xxA","Non-endemic"
2827,"CMR07520","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2828,"CMR07446","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2829,"CMR07436","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2830,"KEN54145","Rest","65A.IDA","Non-endemic"
2831,"CMR07505","Rest","65B.xxA","Non-endemic"
2832,"CMR07516","Rest","65B.xxA","Non-endemic"
2833,"CMR07457","Rest","65B.xxA","Non-endemic"
2834,"CMR07467","Rest","65B.xxA","Non-endemic"
2835,"CAF09658","Rest","65B.xxA","Endemic (under MDA)"
2836,"COD13960","IA","65A.xIA","Endemic (under MDA)"
2837,"ETH18968","IA","65A.xIA","Non-endemic"
2838,"CMR07441","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2839,"CMR07429","Rest","65B.xxA","Non-endemic"
2840,"UGA49744","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2841,"CMR07506","Rest","65B.xxA","Non-endemic"
2842,"CMR07449","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2843,"CMR07455","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2844,"SSD44320","IA","65A.xIA","Endemic (MDA not delivered)"
2845,"ETH18967","IA","65A.xIA","Non-endemic"
2846,"KEN54148","Rest","65A.IDA","Non-endemic"
2847,"CMR07435","Rest","65B.xxA","Non-endemic"
2848,"COD13906","Rest","65B.xxA","Endemic (under MDA)"
2849,"COD13937","IA","65A.xIA","Endemic (under MDA)"
2850,"COD13958","IA","65A.xIA","Endemic (under MDA)"
2851,"COD14268","IA","65A.xIA","Endemic (under MDA)"
2852,"CMR07510","Rest","65B.xxA","Non-endemic"
2853,"CMR07509","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2854,"CMR07434","Rest","65B.xxA","Non-endemic"
2855,"CMR07459","Rest","65B.xxA","Non-endemic"
2856,"COD14276","IA","65A.xIA","Endemic (under MDA)"
2857,"CMR07511","Rest","65B.xxA","Non-endemic"
2858,"CMR07451","Rest","65B.xxA","Non-endemic"
2859,"CMR07430","Rest","65B.xxA","Non-endemic"
2860,"COD14213","Rest","65B.xxA","Endemic (under MDA)"
2861,"KEN54147","Rest","65A.IDA","Non-endemic"
2862,"CMR07519","Rest","65B.xxA","Non-endemic"
2863,"CMR07437","Rest","65B.xxA","Non-endemic"
2864,"CMR07433","Rest","65B.xxA","Non-endemic"
2865,"CMR07452","Rest","65B.xxA","Non-endemic"
2866,"CMR07472","Rest","65B.xxA","Non-endemic"
2867,"SSD44322","IA","65A.xIA","Endemic (MDA not delivered)"
2868,"KEN54150","Rest","65A.IDA","Non-endemic"
2869,"KEN54146","Rest","65A.IDA","Non-endemic"
2870,"CMR07444","Rest","65B.xxA","Non-endemic"
2871,"COD14285","IA","65A.xIA","Endemic (under MDA)"
2872,"CMR07524","Rest","65B.xxA","Non-endemic"
2873,"CMR07445","Rest","65B.xxA","Non-endemic"
2874,"COD13967","IA","65A.xIA","Endemic (under MDA)"
2875,"UGA49772","IA","65A.xIA","Endemic (under MDA)"
2876,"GNQ16414","Rest","65B.xxA","Non-endemic"
2877,"CMR07514","Rest","65B.xxA","Non-endemic"
2878,"CMR07504","Rest","65B.xxA","Non-endemic"
2879,"CMR07525","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2880,"CMR07439","Rest","65B.xxA","Non-endemic"
2881,"CMR07468","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2882,"COD13932","Rest","65B.xxA","Endemic (under MDA)"
2883,"UGA49816","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2884,"UGA49782","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2885,"CMR07450","Rest","65B.xxA","Non-endemic"
2886,"COD14252","IA","65A.xIA","Endemic (under MDA)"
2887,"CMR07586","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2888,"COD13923","IA","65A.xIA","Endemic (under MDA)"
2889,"COD14241","Rest","65B.xxA","Non-endemic"
2890,"COD14260","Rest","65B.xxA","Non-endemic"
2891,"UGA49754","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2892,"UGA49766","IA","65A.xIA","Endemic (under MDA)"
2893,"KEN54265","Rest","65A.IDA","Non-endemic"
2894,"CMR07442","Rest","65B.xxA","Non-endemic"
2895,"COD13943","Rest","65B.xxA","Endemic (under MDA)"
2896,"COD13899","Rest","65B.xxA","Non-endemic"
2897,"COD14214","Rest","65B.xxA","Non-endemic"
2898,"KEN54152","Rest","65A.IDA","Non-endemic"
2899,"COG12786","Rest","65B.xxA","Non-endemic"
2900,"COD13911","IA","65A.xIA","Endemic (under MDA)"
2901,"KEN54264","Rest","65A.IDA","Non-endemic"
2902,"KEN54284","Rest","65A.IDA","Non-endemic"
2903,"COD14251","Rest","65B.xxA","Non-endemic"
2904,"UGA49707","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2905,"UGA49710","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2906,"CMR07584","Rest","65B.xxA","Non-endemic"
2907,"COD13927","IA","65A.xIA","Endemic (under MDA)"
2908,"COD13922","Rest","65B.xxA","Non-endemic"
2909,"CMR07585","Rest","65B.xxA","Non-endemic"
2910,"CMR07590","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2911,"COD14243","Rest","65B.xxA","Endemic (under MDA)"
2912,"COD14234","IA","65A.xIA","Endemic (under MDA)"
2913,"COD14282","Rest","65B.xxA","Non-endemic"
2914,"COD14219","IA","65A.xIA","Endemic (under MDA)"
2915,"COD14288","IA","65A.xIA","Endemic (under MDA)"
2916,"COD14215","Rest","65B.xxA","Non-endemic"
2917,"UGA49784","IA","65A.xIA","Endemic (under MDA)"
2918,"UGA49712","IA","65A.xIA","Endemic (under MDA)"
2919,"CMR07583","Rest","65B.xxA","Non-endemic"
2920,"UGA49713","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2921,"UGA49755","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2922,"KEN54151","Rest","65A.IDA","Non-endemic"
2923,"UGA49734","IA","65A.xIA","Endemic (under MDA)"
2924,"KEN54149","Rest","65A.IDA","Non-endemic"
2925,"CMR07589","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2926,"COD13918","IA","65A.xIA","Endemic (under MDA)"
2927,"COD13916","Rest","65B.xxA","Non-endemic"
2928,"COD14216","IA","65A.xIA","Endemic (under MDA)"
2929,"COD14279","IA","65A.xIA","Endemic (under MDA)"
2930,"UGA49805","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2931,"CMR07466","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2932,"COD13955","Rest","65B.xxA","Endemic (under MDA)"
2933,"COD13952","IA","65A.xIA","Endemic (under MDA)"
2934,"COD13963","IA","65A.xIA","Endemic (under MDA)"
2935,"UGA49781","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2936,"CMR07582","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2937,"COD14220","IA","65A.xIA","Non-endemic"
2938,"UGA49706","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2939,"KEN54268","Rest","65A.IDA","Non-endemic"
2940,"COD13945","Rest","65B.xxA","Non-endemic"
2941,"COD14230","IA","65A.xIA","Endemic (under MDA)"
2942,"COD13933","Rest","65B.xxA","Endemic (under MDA)"
2943,"COD13920","Rest","65B.xxA","Non-endemic"
2944,"CMR07587","Rest","65B.xxA","Non-endemic"
2945,"COD13919","IA","65A.xIA","Endemic (under MDA)"
2946,"COD14221","Rest","65B.xxA","Non-endemic"
2947,"KEN54282","Rest","65A.IDA","Non-endemic"
2948,"UGA49818","IA","65A.xIA","Endemic (under MDA)"
2949,"UGA49797","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2950,"COD14245","IA","65A.xIA","Endemic (under MDA)"
2951,"UGA49801","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2952,"COD13907","Rest","65B.xxA","Endemic (under MDA)"
2953,"COD13962","Rest","65B.xxA","Non-endemic"
2954,"UGA49793","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2955,"CMR07581","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2956,"CMR07469","Rest","65B.xxA","Non-endemic"
2957,"COD13964","IA","65A.xIA","Endemic (under MDA)"
2958,"COD14330","Rest","65B.xxA","Non-endemic"
2959,"UGA49817","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2960,"COD14235","IA","65A.xIA","Endemic (under MDA)"
2961,"KEN54266","Rest","65A.IDA","Non-endemic"
2962,"COD13900","Rest","65B.xxA","Non-endemic"
2963,"COD14275","IA","65A.xIA","Endemic (under MDA)"
2964,"UGA49802","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2965,"UGA49771","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2966,"UGA49803","IA","65A.xIA","Endemic (under post-intervention surveillance)"
2967,"KEN54287","Rest","65A.IDA","Non-endemic"
2968,"KEN54281","Rest","65A.IDA","Non-endemic"
